0,有一说一今年算便宜的，七八十的大概率小位置只有一个电影院这种，大城市基本上30左右,0
98,这个问题现在已经成为社会问题了！！,0
119,不是好地方,0
167,MLGB的方舟子你怎样都有话说，真的不知道该怎么骂你了　跟韩寒路金波争名气有意思吗你争的过吗！,1
274,正史上洪都保卫战的不是蓝玉，而是朱元璋的侄子朱文正,0
466,就在淘宝店,1
404,尊严只在剑锋之上，真理只在大炮射程之内,0
440,都他妈RMB惹的货。。。,1
265,我可真不能再在地铁上睡着了！我不想每个礼拜都丢一个手机啊！坚持，一会回家睡！,0
96,?告别单身请收听&gt;&gt;@42,1
341,校长是个b,1
359,15分钟一集，每晚6集连播！//这个苦逼的国度，还让不让淫活啦，连广告都没得看了。有一种预感：以后每集电视剧时间的长短会相当于今年广告时间谁在笑呢?,0
362,梅西就是牲口,1
70,不但下次来带上筷子会有惊喜！平时也要利用起来，为环保做贡献哦~[嘻嘻]最最重要的是，它随时会成为兑换惊喜的小信物哟！,0
381,这次初一初二晚上住在海口，由朋友招待。,0
445,他就是条犹太人的狗让他咬哪他咬哪,1
420,方舟子建议你去看下韩剧的《城市猎人》。,0
77,我也记得前不久在北京，还在巴士上掀开窗帘打招呼，还给冲进球场的小伙子签名拥抱不知道为啥这次在香港跟北京之行相比就离了大谱,0
159,超越自己，战胜自己,0
103,恶搞歪歌《为什么你的老婆比我多》很搞笑，希望大家喜欢！,1
456,不是，为什么他的凯南平A这么丝滑,0
139,低素质就是低素质，或许你可以换个词，低情商，或者你再换个词，美帝走狗,1
369,去三亚不被宰那才叫怪，吃海鲜、坐车、买东西、烧香、等等。,0
79,15分钟一集，每晚6集连播！//这个苦逼的国度，还让不让淫活啦，连广告都没得看了。有一种预感：以后每集电视剧时间的长短会相当于今年广告时间谁在笑呢?,0
3,"&lt;ahref=\""",1
113,我早就看梅西面相不像个好人了，真的就是出生,1
325,,1
205,那些偏远地方的孩子就不是人了吗太过分了,0
23,童话布尔津，新疆居然有这么美的建筑，深藏不露啊宁静古朴，是发呆的好去处。,0
78,让梅狗别再来中国不欢迎,1
301,红包网特供79元华伦天奴时尚男士牛皮单肩背包,1
21,韩国发饰品绝美致密珍珠镶钻复古发夹三支入;售价:9.9元,1
51,他们都是裆的长期培养洗脑的产物,1
116,方舟子就是个大傻逼,1
226,推荐一篇文章《忽悠的原理和技巧》,1
345,我草你妈，这个社会真的是不知道怎么说了，你们这些狗日的老师，还有医生，一大半都是你妈狗屎,1
16,跪下给我舔,1
363,潮流女装店铺地址,1
308,演技加持，观众青睐，品牌喜欢，行走的剧名，大写的实力,0
271,前一天还因为“受伤”不能上场呢，就算他不能踢，不能露个面？去日本一下就好了？给你主子洗地洗得也太明显了吧,1
56,一只专咬名人的狗，搅屎棍！,1
347,方舟子就是个大傻逼,1
179,太没人性了畜生,1
233,你家祖坟多的装不完了是吧,1
5,tamed没有一点道德！,1
118,【网易读书】曹长青：韩寒，中国文坛的最大骗局,1
367,哈哈哈中国球迷世界上膝盖最软的,1
122,而且这些问题不是一天两天了。,0
38,梅西球迷还不如日本的鸭子,1
382,啥B,1
123,低素质就是低素质，或许你可以换个词，低情商，或者你再换个词，美帝走狗,1
148,很遗憾因为腹股沟有伤没能在香港站的友谊赛中出场，我的伤处发肿并有痛感。所以我没握手，因为腹股沟疼不握手，原来是用沟子握手,1
4,分享:韩寒疑案——福尔摩斯对韩寒事件的分析【猫眼看人】-凯迪社区,1
349,我是正黄旗的，你这臭外地的！,1
297,没人管才是问题的根本，或者说没有从根上去管。,0
50,回复下官食的公司俸禄理所当然啊哈[晕][晕][晕]//感谢您对李锦记的支持！我们会努力做得更好！,0
281,:诚信互听，在线秒、回/抱拳从此我们彼此互听心声，成为心灵的挚友！,1
53,大家看看,1
165,犹太人梅西,1
464,到乌镇被宰了,0
351,云的故乡,0
67,沧海桑田我挥一挥手，不想带走一片云彩,0
29,方方直接参与代笔《儿子韩寒》？,1
145,来了霉稀这辈子都不会草拟的烂鼻哈,1
46,回复谢谢老师！摄影：托斯卡纳TSKL（四川）,0
306,尊严只在剑锋之上，真理只在大炮射程之内,0
426,太不会写文案了啊啊啊，看视频吧就！,0
459,呦西呦西一会儿开踢先发道歉装个小芘,1
102,你们外地人来给我们造成了多大的影响啊白天堵车晚上扰民的,1
399,现场视频都能看的清清楚楚，不管是训练还是比赛都有跟球迷热情招手的,0
316,跪下给我舔,1
121,畜生啊，真是杯具啊，其父母连这都不如啊！,1
218,演技加持，观众青睐，品牌喜欢，行走的剧名，大写的实力,0
186,却抵挡不住小三的贱肉。,1
461,炒股进群————【７４７１/衰６４９７】想学习炒股的进群,1
353,你妈的说人家不好，你水平高！,1
238,必须转！?从转发的朋友中抽取幸运儿获本人私人赠送蛋糕，快行动！?//请各位朋友给力转发,0
13,来自官方的感谢信一封，不得不说，在电影院看的时候真的爱上了巴音布鲁克，不愧是春节档唯一大制作，视听享受,0
450,潮流女装店铺地址,1
237,《爱情呼叫转移Ⅱ：爱情左右》免费下载：,1
428,所以，这个电视剧在普及什么价值观，这就不带坏小孩了？,0
147,让梅狗别再来中国不欢迎,1
472,你妈的说人家不好，你水平高！,1
326,你以为我的防和你木的处女莫一样说破就破吗,1
405,而她平时带北京，北戴河，山东等地的团，大半年的，也就赚六万……,0
373,梅西和它的球迷都是牲口,1
86,这就急了，呦西大佐只配吃我的粪便,1
178,,0
114,方方直接参与代笔《儿子韩寒》？,1
313,就在淘宝店,1
302,美不胜收！,0
284,包括你的妻子，更主要是孩子，甚至是你孩子的孩子，孩子的孩子的孩子，当然也包括你及你的小三。,0
443,这些人脑子被驴踢了！,1
290,音道撕裂嘛，哟西日常,1
291,为了一个小哟西可把你急哭了舔死了,1
58,：啊…成都的票价降了诶，以前四十五十这两年都是三十几，还有二十几的,0
312,回复谢谢老师！摄影：托斯卡纳TSKL（四川）,0
42,你们外地人来给我们造成了多大的影响啊白天堵车晚上扰民的,1
231,嗨，在我们学校这TM太正常了。。。,1
76,只能说钱太多没处花了。,0
82,鄙视方舟子，他是美国人养的一条疯狗，一下咬这个，一下咬那个，当年xxx雇人用铁锤把他砸死就好了，现在这样半脑瘫不脑瘫的，给社会添麻烦。,1
268,饺子热线18831155521充话费，充Q币请到,1
249,校长是个b,1
385,回复妞、你是姐御用按摩师//求罩[晕]//哈哈哈、谢谢给面//给姐跪了！,0
245,道歉有用~要警察干什么~我把你儿子揍成伤残~给你道歉可以不~MLGB~,1
217,梅西这个人，非常亲以色列、亲犹太人，他曾专门到过以色列哭墙做过祈祷。一般人不会这么干，而这么干的目的就是想加入核心犹太人圈子。,1
300,不是说张扬就有伤害，包起就相安无事，知晓面大小而已。,0
391,而她平时带北京，北戴河，山东等地的团，大半年的，也就赚六万……,0
201,梅西这个人，非常亲以色列、亲犹太人，他曾专门到过以色列哭墙做过祈祷。一般人不会这么干，而这么干的目的就是想加入核心犹太人圈子。,1
12,晚上吃这么多泡芙会不会做个油腻腻的梦?????,0
157,调控？笑话！北京福润天成房地产开发有限公司以46亿拿下长宁区新华路地块，楼板价29918元每平。,0
244,?捏嫲，退钱！,1
54,,1
222,中了双色球，就别买这些车了，济南有法拉利了//现在买还来得及吗，出去买块钱的//明天买车小哥能不能拿到提成就看今晚双色球了！就等买彩票的钱了，右边准备准备呗//快去取钱我准备好了，钱没准备好,0
227,调控？笑话！北京福润天成房地产开发有限公司以46亿拿下长宁区新华路地块，楼板价29918元每平。,0
346,//@交接中的?小玮好像视频中的你??????//下吊眼长的好可爱啊,0
141,你2B我忍了，但你能不能有点限度。,1
132,才发现“爱你所爱，不赢不归”张驰两次都做到了,0
202,朋友是导游，年前两个多月里，和地接分赃后，还赚了六万，也就是说，她和地接，在这个两个多月里，一共从旅客身上拿了12万的回扣。,0
35,我草你妈，这个社会真的是不知道怎么说了，你们这些狗日的老师，还有医生，一大半都是你妈狗屎,1
134,我给狗扔块骨头它都知道冲我摇摇尾巴，你算什么啊,1
421,亲，我的店铺现有全国移动，联通，电信.Q币，游戏充值充值地址,1
415,广西穷是有原因的,1
417,谁说喝茶提神？船上摇了车上摇，本姑现在瞌睡都来昏老是陈年六堡茶，野生古树生普，有机新龙井，我的看家好茶都贡献出来鸟。还有这个野生菌伊比利火腿炒饭，真的是从牙缝里给你省出来的，今天我自己一口都没吃上呢，不过看你们吃得这么欢，我也满足啦！,0
57,不得不说包上恩太好看了,0
270,炒股散户易+++++++++++++++⑧⑨⑤⑦④⑦③①短线盈利模式选股方案！,1
307,日本女优多,1
438,都他妈RMB惹的货。。。,1
395,预支你妈，饺子不速冻跟个啥笔一样天天包？,1
352,三亚很向往的地方，也去过！,0
315,\r\nQQ群139435310【神话丶失去你又何妨ゝ】,1
447,不是梅毒激素侏儒双亲墓杯?,1
125,不得不说包上恩太好看了,0
154,畜生啊，真是杯具啊，其父母连这都不如啊！,1
242,来自官方的感谢信一封，不得不说，在电影院看的时候真的爱上了巴音布鲁克，不愧是春节档唯一大制作，视听享受,0
112,是这只duck治好了梅子的括约肌和腹股沟，所以才这么开心亲密。没看在hk连特首都拒绝握手吗？那时候梅子下面很疼呢。,1
446,那些偏远地方的孩子就不是人了吗太过分了,0
368,一个巴掌拍不响，如果男人沒有出轨的心，怎么会有麻烦呢？,0
275,永远会为张驰动容、动心。话说…手术后的沈腾…应该也是最能理解张驰的人吧。不负众望，沈腾成就了张驰，成为了张驰,0
332,还好你是记者，可以在网上传播，要我们就惨了！！！,0
250,没看懂朋友之间这样为啥不礼貌,0
216,殖人只会围中救爹捏,1
243,不过是WBD教出来的！,1
289,终于下班了，欲哭无泪的哈！最近忙到连老爸生日都忘记了，真是不孝啊！[委屈][委屈][委屈],0
117,不是梅毒激素侏儒双亲墓杯?,1
130,你方舟子活像一只疯狗，不敢上法庭因为你没证据，你没证据就一直主观论断强词夺理,1
418,:诚信互听，在线秒、回/抱拳从此我们彼此互听心声，成为心灵的挚友！,1
453,又要?@立威廉少?去?地工作啦。。到?北京?啦,0
230,方就是一个二bcnm社会垃j,1
463,《》全集高清观看：,1
158,多少老总包二奶，多少二奶养靓仔。,1
389,三亚很向往的地方，也去过！,0
47,炒股散户交流+++++++++++++++⑧⑨⑤⑦④⑦③①短线盈利模式选股方案！,1
330,让一让他，毕竟在四五线城市开演唱会太掉身价了。,1
74,多读读史书看看百家讲坛本来守将就不是蓝玉,0
44,?告别单身请收听&gt;&gt;@42,1
409,你家祖坟多的装不完了是吧,1
317,犹太人梅西,1
161,直播美哭精致的手办一样,0
384,card=47994账户密码泄露#\r,1
314,tamed没有一点道德！,1
126,正史上洪都保卫战的不是蓝玉，而是朱元璋的侄子朱文正,0
333,2b真多。,1
80,白白浪费5年的青春，最后换来这么一句话，值么？,0
266,教开网店，联系QQ：308506620＝,1
288,《最后的礼物》免费下载：,1
228,很正常不过，说明海南人有头脑，不只是海南三亚,0
208,转眼到了21世纪，电灯取代了蜡烛，于是：君无戏言，这些王八果真全当了官！,1
468,却抵挡不住小三的贱肉。,1
14,方，一个2B中年……,1
304,啥B,1
151,【首页-夏娃爱--淘宝网】足不出户，在这里买衣服.,1
33,愚蠢的韩粉们，傻眼了吧，你们的偶像都要逃了,1
318,音道撕裂嘛，哟西日常,1
435,啥南北棒子对轰？,1
6,无网看能忍几天。,0
293,说梅西傲慢无礼的自己去找原视频原直播看，难道你要梅西两个小时脸上一直笑吗？对于其他谣言也都有视频澄清，但是你们不看，你们就是要给梅西打上不尊重的标签,0
357,电影王朝www.dywc.net欢迎观看最新电影，电视剧，综艺节目，更新很及时！,1
380,中了双色球，就别买这些车了，济南有法拉利了//现在买还来得及吗，出去买块钱的//明天买车小哥能不能拿到提成就看今晚双色球了！就等买彩票的钱了，右边准备准备呗//快去取钱我准备好了，钱没准备好,0
75,没必要平息了，只是个过期的犹太肖子而已。平息是为了什么？都是废了没什么价值的人了，难道是为了继续割球迷韭菜么？,1
408,他们都是裆的长期培养洗脑的产物,1
189,SB的父母教出2B的孩子不解释,1
185,,1
41,真热闹嘿我打开方式不对嘛？,0
298,,1
377,《》全集高清观看：,1
198,上车睡觉，下车拍照，定点尿尿，举棋报到。蛮子早报今天必读,0
348,www.zrlhb.com自然绿环保，专业环保工程，环保批文，环保手续办理等!,1
261,椰子片，十分不错，春节前屯货屯的，嘎嘎，只是……一不留神，涮笔涮到喝水杯里了，我真晕啊……能休息真好,0
473,这些人脑子被驴踢了！,1
320,忠义两难全，梅西好大儿。你是这个,1
193,身高不过五尺，但目光炯炯，凛然有威。,0
17,电影王朝www.dywc.net欢迎观看最新电影，电视剧，综艺节目，更新很及时！,1
10,婚姻受到伤害了，婚姻的每一个人都会受到伤害，无论你是肇事者，还是无辜的。,0
470,南美乡下佬，死返阿根廷啦,1
337,日本女优多,1
296,韩国发饰品绝美精致珍珠镶钻复古发夹三支入;售价:9.9元,1
474,这孩子一看就是将来当官的面相有个奥迪粉丝爹真真给力。要不要先问问宝贝喜欢不,0
1,不知道请出穆勒和格策能不能镇住潘帕斯侏儒和他的野勾粉丝们,1
140,有关部门真和作为点吧,0
30,童话布尔津，新疆居然有这么美的建筑，深藏不露啊宁静古朴，是发呆的好去处。,0
282,那太好了，我们南方人就是看不惯北方人，你们那口音在我们这就是人见人打的程度。,1
199,符合我对梅结晶邪教群体的刻板印象,1
129,没人管才是问题的根本，或者说没有从根上去管。,0
20,有评论还说最后的赛车片段太长，可我当时看的真的好紧张，热血沸腾！,0
49,我给狗扔块骨头它都知道冲我摇摇尾巴，你算什么啊,1
229,白白浪费5年的青春，最后换来这么一句话，值么？,0
465,三亚的海边和小岛很美，城市里有很多流浪的人，还有满城的槟榔血。,0
18,椰子片，十分不错，春节前屯货屯的，嘎嘎，只是……一不留神，涮笔涮到喝水杯里了，我真晕啊……能休息真好,0
407,愚蠢的韩粉们，傻眼了吧，你们的偶像都要逃了,1
128,我是正黄旗的，你这臭外地的！,1
9,梅西就是牲口,1
467,有评论还说最后的赛车片段太长，可我当时看的真的好紧张，热血沸腾！,0
26,屌佢老味琴日见到哟西话自己腹股沟不适真係想问声佢係咪烂春袋，去到嘎仔底盘精神到嗨咁，搵嗨屎信你，正柒头,1
215,云南缅北一家人,1
